TrendID,ProductGroupID,TrendName,Description,StartDate,EndDate,PopularityIndex,GeographicalImpact,DemographicImpact,ForecastedGrowth
dc6fbcaa-ad97-40b5-9295-a66703968e28,87f34488-8915-4a00-b320-108328ee2db2,seek,Government how film democratic.,29/4/2024,30/7/2022,5,Maryburgh,local,5%
01c6170d-a02a-48bb-aab4-02f04e25a112,8e7767be-db08-4906-8b43-b28b51654f71,television,Really special nothing maintain evidence knowledge.,27/9/2021,3/5/2020,7,North Tina,force,8%
a51b8ba0-8043-4eff-b112-a7787e3742fa,93fac5c3-2c71-4fcb-8fad-6352c096cab9,our,Notice plan account.,29/1/2024,26/10/2021,9,East Gene,soldier,4%
99a771a9-55a7-4a6c-9160-0de7126c6d60,30393fca-c12b-4721-b7db-1565cee9f3d7,country,Everyone against customer growth factor.,20/4/2020,31/8/2020,10,Juarezmouth,forget,4%
0aaf6e94-b4f0-4f8a-952d-bdbc4a61a5aa,3dd21f44-df97-462b-b9a8-b6e32cfa15da,standard,Situation drop market four.,21/9/2020,3/3/2020,10,South Kylemouth,happen,3%
a1660729-d8ae-48ee-a585-106d941ea679,4fff16dc-d84e-452a-8e48-0e1ca5ba0b4a,spring,Yourself travel describe because.,4/6/2021,3/8/2021,4,Port Tracy,forget,8%
54d288a0-5e8c-47de-9152-05a9da14cda7,68043db3-d939-4447-a5bc-416f0170aadb,thousand,Fast put stay.,21/8/2022,21/11/2022,6,New Angelastad,reflect,9%
98b7b945-676e-40b9-9391-9cd8b9496f7e,463da6eb-e3e8-41da-bf78-00ac713fc6ec,we,Loss appear large third.,13/9/2020,28/1/2024,8,Brianberg,government,2%
bd4e34f0-b262-49f4-9dbf-d448c33e445b,a370c758-7584-4155-adec-84e402139062,fund,Rather consumer kid show might strategy face prevent.,30/5/2023,27/10/2023,5,Guzmanland,tend,6%
ca207d9a-9263-41cc-a798-505e1ff5fd1b,f65939b5-7556-4a45-bf38-f42b88347e39,word,Deep very special identify she decision rock.,1/5/2024,25/3/2023,10,Joshuaborough,lay,6%
bf7cd079-6f01-4bf4-bbd2-0a8724dd0144,bfe95329-14a1-4590-aa86-14afa568099c,instead,Education eye down run performance.,15/2/2023,13/5/2021,6,Fernandezland,us,10%
5f891030-a1fd-493f-954d-416069bcaa73,8e7767be-db08-4906-8b43-b28b51654f71,risk,Cell doctor phone against lead.,16/5/2022,6/5/2023,1,Stefanieside,young,4%
a202ccef-1012-49d2-934e-9f87980f056e,8e5580c3-659a-4ac2-8e39-c3698e501b6a,admit,One lay product in space.,16/10/2021,20/11/2021,1,Cordovaberg,tree,5%
8665f036-daa2-44e0-85f6-7c3774e6ef21,37c12f7c-4b22-447f-b381-bb87aa49d26c,whatever,Difficult strategy history price choose market.,13/6/2021,4/10/2023,2,Davidstad,toward,4%
84c62156-29bf-46ce-b331-17e271697cfd,cd31720f-6216-4108-a101-0a1b0542f349,amount,Recently light staff thing conference sit.,13/4/2020,3/7/2021,2,West Connieview,place,9%
3e2d31b8-8005-49a9-bffc-426d00fb95e3,78185b0a-b0a4-4992-8725-553e9b33228f,born,Majority sport hotel doctor.,1/7/2020,20/11/2020,2,West Julialand,along,8%
cdaa8f48-c5b3-4324-acb9-89124c05636b,0773253d-3a2a-4a16-a492-f36fdc9982fa,test,Response knowledge forget debate ever.,9/4/2022,2/5/2022,2,East Donaldport,especially,9%
feab6a76-4117-4db6-af9d-fbd0124c1419,60068615-ee61-408b-a0e4-c49aacbf73e2,candidate,There build test total star bad consumer.,27/11/2022,12/4/2023,10,West Kimberly,detail,4%
66acc8ba-2b81-4978-bf4c-bd580ccfe232,cd75c688-fe06-46d2-b520-e643fe6f6e3b,despite,Someone real imagine yet.,25/8/2020,8/11/2023,8,Port Makaylachester,stand,9%
c040f85d-2266-45d1-9183-23283b2c3209,f65939b5-7556-4a45-bf38-f42b88347e39,report,Person laugh white describe.,6/11/2020,11/10/2022,7,Caitlinton,argue,4%
190f01e5-95a8-4164-8de7-fe923643a2b3,afc22671-ba77-41ac-8a2b-82e459b145f4,dream,Sea doctor edge say civil.,24/3/2021,13/5/2022,8,South Daniel,management,4%
a7cd521b-7ff5-4126-809c-a0c1ee79adaf,72c60245-5204-4d67-b4a2-f36dc6777ba2,former,Other word open PM ground.,24/9/2022,24/4/2024,10,Michaelmouth,surface,7%
eabf0a32-f074-46b9-92e0-b48c98551237,4f857db7-d662-4a65-bd24-3d696b1bf3da,coach,Century popular commercial field arm.,12/12/2023,1/2/2020,2,South William,stand,5%
ce6cf08c-a97d-4917-be3f-b8d2fdbba3e3,66c7ca84-c5da-40b3-9279-6c39b9828708,work,Father best age loss professor.,10/7/2021,15/2/2022,7,Patriciaville,trouble,10%
53edce1e-0e02-458c-beed-316d71eddefc,5f665398-39e4-426d-b4cf-4c6536b2aa2c,across,Score newspaper theory.,17/2/2020,8/2/2022,10,East Louis,task,2%
3afd0720-8582-4d62-a9b5-989ead42bace,e718263a-b08e-4cf5-8cbc-e82a40e26bf3,special,Key new over nor provide management office.,17/1/2022,14/2/2023,4,North George,reveal,10%
eeef83bd-2ef3-4418-9889-e51e1b2897b8,50bf1927-cc70-4670-a0d1-0eb5aa658d99,power,Talk so let story enter.,20/10/2023,25/11/2023,5,North Robertstad,space,3%
3f190063-807e-4f08-ae65-23c6312b090d,78185b0a-b0a4-4992-8725-553e9b33228f,beyond,Notice do despite.,7/9/2023,10/11/2022,6,New Anthonyshire,without,1%
1b48ad8b-4ccc-4be7-8d3a-418421667ae9,96acc880-241f-4479-93cd-7c6e0fb4e36a,central,Arrive world without grow surface.,14/4/2021,16/8/2022,9,East Steven,risk,7%
b4beef5c-86b0-4479-a449-86cdb1b65200,af86c929-f9d0-459b-a726-f1eaa9a0e5fe,ability,He stay direction until themselves your tend.,24/1/2024,28/1/2022,2,Kerrborough,should,9%
60aed69c-6d8a-4f0d-b35b-f9f9fa173b22,e47c1edb-20eb-4198-9240-d2eef102e20e,church,Top and road conference foot.,21/1/2021,26/10/2020,10,East Hollyland,friend,2%
6781bd83-7f2f-455a-bbf8-dc1a69bc7b33,37c12f7c-4b22-447f-b381-bb87aa49d26c,opportunity,Media investment rich allow.,27/1/2022,7/11/2023,2,Prestontown,so,7%
da0b8f58-45c2-424e-aa56-b36db85a509e,3aabc8d6-0e52-45a3-afef-a0305438c82c,current,Such relate discuss agree door night serve.,26/2/2022,29/10/2020,7,Port Kennethhaven,everything,4%
8ed5ec9a-2b11-40e8-b403-65070476791c,50f8f7dc-ad55-4d20-b456-9000449d2919,design,Mission attention method behavior strong.,9/5/2022,7/10/2020,1,Port Natalie,month,5%
44ec76de-71ca-4f35-9aff-96cbcda1f70c,6f81283d-2d6a-4643-9bdf-034250e8a9e4,policy,Indicate military ten carry decade game he.,11/1/2021,24/6/2022,1,Victoriastad,store,1%
733c9f45-132d-4bce-9bb3-527e005d1028,2d976bb0-8b05-449d-a7ff-4055bad6293a,the,Seat room south region always share.,2/10/2022,8/11/2021,8,Jonesburgh,remain,2%
a63cc50c-73ab-40ad-aace-390e639de0cc,68043db3-d939-4447-a5bc-416f0170aadb,about,Carry sign these soon body.,20/1/2023,10/9/2021,2,East Leeshire,sell,3%
798565b3-b4b0-4823-8a8d-ab9c6f83bbe1,dac50cd7-dfa8-416c-8d49-a791d9a6fba5,technology,Town management time run forget.,30/9/2021,17/2/2024,1,South Jennifer,direction,9%
9e548246-ac76-4f81-8cde-a210aad15eed,1824b0de-0689-4cf4-9cbe-7f3e0116ec9e,fight,We visit sell level decision.,21/1/2023,30/10/2023,9,East Lisamouth,rise,4%
4100c8a9-0dbd-46ee-8088-f195ea801f6d,a0958eff-9def-4a92-a9c4-75aa5a3827b7,inside,Game notice night start school citizen.,20/7/2021,14/11/2021,10,Derekton,method,8%
65d8ba76-8fcc-4d13-a76a-017eacd18f99,37c12f7c-4b22-447f-b381-bb87aa49d26c,any,Despite describe international huge certainly save offer.,27/2/2022,28/9/2021,8,Freemanhaven,race,1%
2f99c81c-3a7b-4d47-aa21-525625f69037,64945f10-b83f-42a9-9696-2911e83a1326,require,Change number goal professor provide.,2/11/2023,11/11/2020,4,South Danielshire,threat,3%
5c97ea90-b622-42d5-9520-4a27baf63707,71d39a74-1a33-45c7-9ad7-790c019c8ee7,economy,Next mention magazine subject save others career.,15/6/2024,28/11/2023,10,West Karaland,laugh,2%
818dc571-9ccb-47a9-a407-a1c0dd7a622c,e718263a-b08e-4cf5-8cbc-e82a40e26bf3,almost,Cost own rest sport issue whether moment movie.,17/2/2021,10/5/2021,8,Lake Brenda,image,5%
f791ba7d-0e63-49ae-bdd7-a4c0a75b3d9f,ba7e5bef-eedb-4d32-b570-fd1b2c1a4af6,next,Son current cup.,22/12/2020,17/2/2020,2,Port David,natural,6%
df87a156-1def-4f91-9875-03ad364be959,b80e38a8-39a1-437b-87cf-098e0575fcde,college,About available real interest.,21/2/2024,20/1/2023,8,Aaronview,size,3%
e0bcbc59-7c3c-4802-bc04-9d54e770fb6e,0773253d-3a2a-4a16-a492-f36fdc9982fa,remain,Government type sometimes issue have.,20/7/2023,5/12/2023,1,Lake Dennisstad,opportunity,8%
8184eb25-a706-4978-b835-4c995038d392,78ee4003-7701-4b69-ae0a-f65ab9aadb1f,mission,Sell catch night challenge point test.,16/10/2020,6/1/2020,9,Laneberg,yes,8%
9e05bb32-73ce-4fda-ac8b-761dd1ce955f,e0c8bcdd-a9d2-4d86-84e7-d46060314d98,throughout,Environment improve finish affect.,13/11/2023,30/3/2022,3,South Brianburgh,anything,5%
d5f973c0-c2f4-4415-a50d-eb6d3cf26ea5,d55fdbc8-d750-4faf-a9c3-8eb737c2c46c,still,Represent fine teach read tend continue appear.,14/2/2021,27/2/2022,6,Lake Danielle,enjoy,3%
afff883b-9991-4d16-895d-ba36ee086460,f14e1348-2756-4aaa-bda8-1626f4028975,responsibility,Involve another stand his must society fire.,14/1/2022,21/5/2022,2,North Megan,later,8%
6127b36c-8c5f-4209-b05c-01f1a35240ba,d55fdbc8-d750-4faf-a9c3-8eb737c2c46c,approach,Movement decade our finally himself edge.,1/7/2023,20/3/2024,9,Lake Chrisland,age,7%
e3294ac5-dbfa-4e1b-9833-d772a03f845b,f9830d05-8308-4e11-a3be-5b3acbad064d,ask,Dinner spring those performance challenge send alone south.,16/5/2021,14/12/2020,8,New Jamieborough,fall,1%
d385fb86-d6e3-419d-8b86-40371e5c735a,b9867a58-6649-447b-840f-1775a97153b6,top,Blood back response.,10/4/2023,18/2/2021,2,North Jennifer,current,8%
f89ff8da-54dd-40e5-9844-5be5c3fc6446,89337d7a-ca4a-455f-bef1-f45fcdd6ec7a,teach,Keep many become may well bank.,16/8/2022,11/4/2023,2,New Sherry,American,7%
e9d72a82-1664-4c14-85be-e694115739b4,84396456-8c2a-4643-957d-597bce05548d,development,Lawyer capital short close pay window represent traditional.,18/4/2021,3/12/2023,8,Geraldberg,surface,6%
50074ced-4dda-4ada-95e8-5f24f8b4bb87,0d6c083c-d477-47cf-b992-9b68c5af81c4,environment,Popular education ago appear star skill blue.,17/5/2024,7/5/2024,1,East Chad,natural,6%
c67226e2-238c-429d-bc1d-e277ce11135c,20d3fda9-d09b-4f76-888c-3183902cbfef,staff,Establish short talk study hold that.,4/9/2020,4/11/2021,10,Staceyville,then,5%
